Data_Centre_Name,Latitude,Longitude,Climate_Zone,Cooling_System_Type,Ambient_Temperature_C,Relative_Humidity_Pct,IT_Load_MW,Server_Utilisation_Pct,WUE_Litres_Per_kWh,Data_Source,Citation,Cooling_Type_Encoded,Climate_Zone_Encoded
Helsinki,60.2,25.0,subarctic,liquid,1.7,65.6,20,55,0.172,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,6
Helsinki,60.2,25.0,subarctic,liquid,4.6,68.2,20,95,0.179,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,6
Helsinki,60.2,25.0,subarctic,liquid,5.7,57.2,300,85,0.159,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,6
Helsinki,60.2,25.0,subarctic,liquid,5.8,61.5,50,65,0.164,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,6
Lulea,65.6,22.2,subarctic,air_side,4.5,70.4,100,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,6
Lulea,65.6,22.2,subarctic,air_side,1.1,67.0,300,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,6
Lulea,65.6,22.2,subarctic,air_side,-0.6,74.8,500,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,6
Lulea,65.6,22.2,subarctic,air_side,6.7,79.2,50,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,6
Lulea,65.6,22.2,subarctic,evaporative,4.9,81.0,50,75,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,6
Lulea,65.6,22.2,subarctic,evaporative,-2.2,65.1,10,65,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,6
Lulea,65.6,22.2,subarctic,evaporative,7.6,80.8,100,85,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,6
Lulea,65.6,22.2,subarctic,evaporative,0.8,77.6,100,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,6
Lulea,65.6,22.2,subarctic,chilled_water,-1.1,68.2,500,95,0.536,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,6
Lulea,65.6,22.2,subarctic,chilled_water,-2.4,66.8,300,85,0.531,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,6
Lulea,65.6,22.2,subarctic,chilled_water,2.9,68.6,200,40,0.538,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,6
Lulea,65.6,22.2,subarctic,chilled_water,3.0,84.0,500,65,0.587,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,6
Lulea,65.6,22.2,subarctic,liquid,-0.6,74.1,20,65,0.163,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,6
Lulea,65.6,22.2,subarctic,liquid,0.7,79.6,50,55,0.183,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,6
Lulea,65.6,22.2,subarctic,liquid,1.8,74.4,500,75,0.194,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,6
Lulea,65.6,22.2,subarctic,liquid,4.6,63.0,200,95,0.144,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,6
Viborg,56.3,9.5,oceanic,air_side,12.4,76.3,10,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Viborg,56.3,9.5,oceanic,air_side,10.5,79.7,100,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Viborg,56.3,9.5,oceanic,air_side,13.2,77.4,500,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Viborg,56.3,9.5,oceanic,air_side,15.7,83.1,100,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Viborg,56.3,9.5,oceanic,evaporative,14.3,79.6,200,55,0.068,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Viborg,56.3,9.5,oceanic,evaporative,11.6,67.2,500,95,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Viborg,56.3,9.5,oceanic,evaporative,7.8,60.8,500,65,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Viborg,56.3,9.5,oceanic,evaporative,11.6,79.9,20,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Viborg,56.3,9.5,oceanic,chilled_water,10.4,74.1,300,75,0.566,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Viborg,56.3,9.5,oceanic,chilled_water,12.7,86.6,500,85,0.661,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Viborg,56.3,9.5,oceanic,chilled_water,18.1,78.4,500,40,0.727,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Viborg,56.3,9.5,oceanic,chilled_water,8.3,66.6,10,65,0.519,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Viborg,56.3,9.5,oceanic,liquid,9.5,72.3,100,95,0.183,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Viborg,56.3,9.5,oceanic,liquid,10.5,81.9,200,65,0.183,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Viborg,56.3,9.5,oceanic,liquid,10.0,79.4,500,85,0.213,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Viborg,56.3,9.5,oceanic,liquid,13.1,84.7,300,40,0.202,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Zurich,47.4,8.5,temperate,air_side,11.5,72.3,300,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Zurich,47.4,8.5,temperate,air_side,14.9,68.2,20,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Zurich,47.4,8.5,temperate,air_side,14.0,69.3,50,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Zurich,47.4,8.5,temperate,air_side,11.2,83.4,300,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Zurich,47.4,8.5,temperate,evaporative,17.0,66.6,500,75,0.301,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Zurich,47.4,8.5,temperate,evaporative,13.3,63.3,20,55,0.115,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Zurich,47.4,8.5,temperate,evaporative,10.1,73.6,20,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Zurich,47.4,8.5,temperate,evaporative,15.8,60.9,50,85,0.264,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Zurich,47.4,8.5,temperate,chilled_water,14.9,67.6,20,95,0.656,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Zurich,47.4,8.5,temperate,chilled_water,17.4,64.2,50,65,0.699,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Zurich,47.4,8.5,temperate,chilled_water,19.2,61.8,50,55,0.718,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Zurich,47.4,8.5,temperate,chilled_water,16.8,61.8,200,75,0.665,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Zurich,47.4,8.5,temperate,liquid,19.4,65.6,100,55,0.215,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Zurich,47.4,8.5,temperate,liquid,13.0,81.5,100,95,0.22,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Zurich,47.4,8.5,temperate,liquid,18.8,77.5,20,65,0.216,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Zurich,47.4,8.5,temperate,liquid,15.2,69.4,200,40,0.193,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Rome,41.9,12.5,mediterranean,air_side,15.5,53.9,10,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Rome,41.9,12.5,mediterranean,air_side,13.9,61.2,50,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Rome,41.9,12.5,mediterranean,air_side,14.9,69.8,300,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Rome,41.9,12.5,mediterranean,air_side,19.7,61.8,50,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Rome,41.9,12.5,mediterranean,evaporative,19.5,48.2,20,65,0.566,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Rome,41.9,12.5,mediterranean,evaporative,23.0,39.8,300,95,0.786,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Rome,41.9,12.5,mediterranean,evaporative,16.2,44.6,200,75,0.367,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Rome,41.9,12.5,mediterranean,evaporative,9.6,45.6,200,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Rome,41.9,12.5,mediterranean,chilled_water,9.4,53.7,500,65,0.527,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Rome,41.9,12.5,mediterranean,chilled_water,20.3,51.3,300,40,0.711,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Rome,41.9,12.5,mediterranean,chilled_water,20.3,64.8,10,85,0.746,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Rome,41.9,12.5,mediterranean,chilled_water,17.4,47.4,100,75,0.642,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Rome,41.9,12.5,mediterranean,liquid,16.6,60.7,20,65,0.201,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Rome,41.9,12.5,mediterranean,liquid,17.5,55.8,50,40,0.183,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Rome,41.9,12.5,mediterranean,liquid,17.5,55.9,10,85,0.21,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Rome,41.9,12.5,mediterranean,liquid,15.3,55.5,50,75,0.195,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Madrid,40.4,-3.7,mediterranean,air_side,14.7,59.5,200,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Madrid,40.4,-3.7,mediterranean,air_side,25.2,50.1,10,40,0.038,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Madrid,40.4,-3.7,mediterranean,air_side,18.6,64.2,10,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Madrid,40.4,-3.7,mediterranean,air_side,18.2,63.1,20,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Madrid,40.4,-3.7,mediterranean,evaporative,14.8,31.6,300,75,0.374,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Madrid,40.4,-3.7,mediterranean,evaporative,20.7,54.0,20,65,0.594,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Madrid,40.4,-3.7,mediterranean,evaporative,15.9,55.6,500,55,0.321,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Madrid,40.4,-3.7,mediterranean,evaporative,18.2,37.9,20,85,0.525,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Madrid,40.4,-3.7,mediterranean,chilled_water,19.1,48.3,300,40,0.678,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Madrid,40.4,-3.7,mediterranean,chilled_water,15.9,57.5,200,95,0.647,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Madrid,40.4,-3.7,mediterranean,chilled_water,23.5,71.2,20,65,0.818,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Madrid,40.4,-3.7,mediterranean,chilled_water,15.9,53.6,100,55,0.671,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Madrid,40.4,-3.7,mediterranean,liquid,17.6,48.0,20,55,0.185,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Madrid,40.4,-3.7,mediterranean,liquid,16.5,57.9,100,85,0.214,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Madrid,40.4,-3.7,mediterranean,liquid,21.1,44.0,200,40,0.17,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Madrid,40.4,-3.7,mediterranean,liquid,21.2,49.9,300,65,0.224,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Virginia,38.9,-77.4,continental,air_side,8.4,55.9,50,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Virginia,38.9,-77.4,continental,air_side,12.3,68.0,50,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Virginia,38.9,-77.4,continental,air_side,10.1,71.3,300,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Virginia,38.9,-77.4,continental,air_side,11.4,62.9,500,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Virginia,38.9,-77.4,continental,evaporative,7.4,62.9,500,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Virginia,38.9,-77.4,continental,evaporative,10.8,64.6,100,65,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Virginia,38.9,-77.4,continental,evaporative,10.9,59.4,300,95,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Virginia,38.9,-77.4,continental,evaporative,7.0,74.5,300,85,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Virginia,38.9,-77.4,continental,chilled_water,3.6,55.1,100,95,0.539,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Virginia,38.9,-77.4,continental,chilled_water,9.9,47.0,100,85,0.508,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Virginia,38.9,-77.4,continental,chilled_water,8.3,56.7,100,55,0.513,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Virginia,38.9,-77.4,continental,chilled_water,3.9,50.9,20,65,0.535,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Virginia,38.9,-77.4,continental,liquid,8.5,62.4,500,75,0.158,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Virginia,38.9,-77.4,continental,liquid,11.5,64.7,100,55,0.172,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Virginia,38.9,-77.4,continental,liquid,9.3,55.2,500,65,0.157,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Virginia,38.9,-77.4,continental,liquid,11.3,68.2,500,85,0.167,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Oregon,45.5,-122.7,oceanic,air_side,12.9,83.9,10,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Oregon,45.5,-122.7,oceanic,air_side,10.3,62.5,50,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Oregon,45.5,-122.7,oceanic,air_side,11.4,83.8,300,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Oregon,45.5,-122.7,oceanic,air_side,10.8,72.0,300,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Oregon,45.5,-122.7,oceanic,evaporative,12.5,72.9,10,40,0.041,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Oregon,45.5,-122.7,oceanic,evaporative,12.8,75.3,100,75,0.045,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Oregon,45.5,-122.7,oceanic,evaporative,13.7,70.8,10,65,0.117,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Oregon,45.5,-122.7,oceanic,evaporative,9.8,72.0,300,85,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Oregon,45.5,-122.7,oceanic,chilled_water,5.3,72.6,10,65,0.535,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Oregon,45.5,-122.7,oceanic,chilled_water,13.3,80.2,50,95,0.659,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Oregon,45.5,-122.7,oceanic,chilled_water,13.9,88.7,50,85,0.665,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Oregon,45.5,-122.7,oceanic,chilled_water,10.5,70.5,10,55,0.538,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Oregon,45.5,-122.7,oceanic,liquid,8.6,69.3,200,85,0.198,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Oregon,45.5,-122.7,oceanic,liquid,10.7,77.1,10,75,0.195,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Oregon,45.5,-122.7,oceanic,liquid,7.6,74.1,10,95,0.171,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Oregon,45.5,-122.7,oceanic,liquid,9.6,87.9,300,40,0.207,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
San Francisco,37.8,-122.4,oceanic,air_side,8.1,75.2,500,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
San Francisco,37.8,-122.4,oceanic,air_side,3.8,67.8,300,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
San Francisco,37.8,-122.4,oceanic,air_side,11.1,88.6,50,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
San Francisco,37.8,-122.4,oceanic,air_side,11.6,81.5,10,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
San Francisco,37.8,-122.4,oceanic,evaporative,17.9,70.9,200,85,0.314,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
San Francisco,37.8,-122.4,oceanic,evaporative,6.7,75.7,100,95,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
San Francisco,37.8,-122.4,oceanic,evaporative,11.9,77.3,300,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
San Francisco,37.8,-122.4,oceanic,evaporative,5.6,78.8,200,55,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
San Francisco,37.8,-122.4,oceanic,chilled_water,11.4,85.6,10,55,0.609,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
San Francisco,37.8,-122.4,oceanic,chilled_water,14.0,90.2,500,95,0.673,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
San Francisco,37.8,-122.4,oceanic,chilled_water,13.3,74.3,50,75,0.62,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
San Francisco,37.8,-122.4,oceanic,chilled_water,7.6,81.7,50,85,0.573,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
San Francisco,37.8,-122.4,oceanic,seawater,9.6,76.2,10,65,0.16,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,5
San Francisco,37.8,-122.4,oceanic,seawater,13.7,83.6,20,55,0.169,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,5
San Francisco,37.8,-122.4,oceanic,seawater,8.3,72.5,100,40,0.154,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,5
San Francisco,37.8,-122.4,oceanic,seawater,9.5,61.6,10,75,0.116,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,5
San Francisco,37.8,-122.4,oceanic,liquid,14.5,61.1,20,85,0.194,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
San Francisco,37.8,-122.4,oceanic,liquid,13.3,78.6,100,75,0.189,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
San Francisco,37.8,-122.4,oceanic,liquid,7.6,75.9,200,95,0.184,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
San Francisco,37.8,-122.4,oceanic,liquid,10.4,68.3,50,65,0.175,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Los Angeles,34.1,-118.2,mediterranean,air_side,21.8,48.1,500,65,0.024,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Los Angeles,34.1,-118.2,mediterranean,air_side,19.3,52.6,300,75,0.014,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Los Angeles,34.1,-118.2,mediterranean,air_side,15.2,46.2,200,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Los Angeles,34.1,-118.2,mediterranean,air_side,22.3,47.6,20,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,7
Los Angeles,34.1,-118.2,mediterranean,evaporative,12.5,64.4,50,85,0.1,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Los Angeles,34.1,-118.2,mediterranean,evaporative,20.3,66.2,10,55,0.535,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Los Angeles,34.1,-118.2,mediterranean,evaporative,14.7,53.3,100,95,0.255,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Los Angeles,34.1,-118.2,mediterranean,evaporative,20.3,56.8,100,65,0.521,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,7
Los Angeles,34.1,-118.2,mediterranean,chilled_water,19.3,65.6,500,95,0.745,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Los Angeles,34.1,-118.2,mediterranean,chilled_water,18.3,47.5,100,40,0.669,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Los Angeles,34.1,-118.2,mediterranean,chilled_water,17.9,45.8,10,85,0.661,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Los Angeles,34.1,-118.2,mediterranean,chilled_water,16.6,40.9,50,65,0.605,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,7
Los Angeles,34.1,-118.2,mediterranean,liquid,18.1,54.6,300,55,0.183,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Los Angeles,34.1,-118.2,mediterranean,liquid,13.6,56.9,50,75,0.193,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Los Angeles,34.1,-118.2,mediterranean,liquid,15.4,55.8,100,85,0.178,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Los Angeles,34.1,-118.2,mediterranean,liquid,19.0,42.4,10,40,0.177,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,7
Houston,29.8,-95.4,subtropical,air_side,28.7,74.0,200,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Houston,29.8,-95.4,subtropical,air_side,27.7,76.3,20,65,0.012,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Houston,29.8,-95.4,subtropical,air_side,23.5,68.2,20,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Houston,29.8,-95.4,subtropical,air_side,26.2,74.6,100,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Houston,29.8,-95.4,subtropical,evaporative,20.9,62.4,100,55,0.543,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Houston,29.8,-95.4,subtropical,evaporative,28.3,68.3,500,85,0.93,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Houston,29.8,-95.4,subtropical,evaporative,25.6,74.2,10,95,0.756,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Houston,29.8,-95.4,subtropical,evaporative,20.9,74.1,20,40,0.51,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Houston,29.8,-95.4,subtropical,chilled_water,24.5,68.8,100,95,0.834,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Houston,29.8,-95.4,subtropical,chilled_water,23.9,71.0,300,40,0.811,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Houston,29.8,-95.4,subtropical,chilled_water,27.4,71.6,100,65,0.879,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Houston,29.8,-95.4,subtropical,chilled_water,27.8,93.4,300,55,0.962,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Houston,29.8,-95.4,subtropical,liquid,25.6,74.5,20,55,0.231,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Houston,29.8,-95.4,subtropical,liquid,18.9,75.3,500,85,0.245,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Houston,29.8,-95.4,subtropical,liquid,24.5,71.9,200,40,0.231,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Houston,29.8,-95.4,subtropical,liquid,26.9,63.2,50,75,0.244,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Atlanta,33.7,-84.4,subtropical,air_side,26.7,78.3,500,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Atlanta,33.7,-84.4,subtropical,air_side,27.2,80.7,300,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Atlanta,33.7,-84.4,subtropical,air_side,21.3,66.5,10,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Atlanta,33.7,-84.4,subtropical,air_side,26.6,71.0,500,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Atlanta,33.7,-84.4,subtropical,evaporative,25.4,75.9,200,55,0.732,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Atlanta,33.7,-84.4,subtropical,evaporative,26.0,71.8,500,75,0.775,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
